NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMM;NUM_DECADE;RR;CRR;TN;CTN;TX;CTX;FFM;CFFM;TSVM;CTSVM;INST;CINST;GLOT;CGLOT;ETP
26002003;ALBON;45.252333;4.822333;153;202510;1;4.2;0;8.1;0;19.3;0;2.5;0;11.4;0;;;;;
26002003;ALBON;45.252333;4.822333;153;202510;2;24.0;0;8.9;0;18.3;0;2.5;0;12.3;0;;;;;
26002003;ALBON;45.252333;4.822333;153;202510;3;28.4;0;9.8;0;17.0;0;3.3;0;12.3;0;;;;;
26002003;ALBON;45.252333;4.822333;153;202511;1;43.4;0;8.2;0;17.3;0;2.6;0;10.9;0;;;;;
26002003;ALBON;45.252333;4.822333;153;202511;2;89.7;0;6.3;0;14.3;0;3.4;0;9.8;0;;;;;
26002003;ALBON;45.252333;4.822333;153;202511;3;9.4;0;1.5;0;8.6;0;3.6;0;6.9;0;;;;;
26002003;ALBON;45.252333;4.822333;153;202512;1;24.6;0;4.4;0;11.4;0;2.1;0;9.3;0;;;;;
26002003;ALBON;45.252333;4.822333;153;202512;2;8.6;0;5.0;0;13.3;0;2.2;0;10.0;0;;;;;
26002003;ALBON;45.252333;4.822333;153;202512;3;15.8;0;1.9;0;5.7;0;2.9;0;7.0;0;;;;;
26002003;ALBON;45.252333;4.822333;153;202601;1;4.4;0;-2.8;0;5.2;0;3.0;0;5.0;0;;;;;
26002003;ALBON;45.252333;4.822333;153;202601;2;3.6;0;5.3;0;10.6;0;3.2;0;8.6;0;;;;;
26002003;ALBON;45.252333;4.822333;153;202601;3;55.8;0;2.4;0;9.9;0;2.6;0;8.0;0;;;;;
26002003;ALBON;45.252333;4.822333;153;202602;1;23.0;0;3.9;0;12.7;0;3.3;0;9.0;0;;;;;
26002003;ALBON;45.252333;4.822333;153;202602;2;17.0;0;5.5;0;12.0;0;3.5;0;8.5;0;;;;;
26002003;ALBON;45.252333;4.822333;153;202602;3;0.8;0;4.9;0;16.6;0;2.7;0;10.0;0;;;;;
26002003;ALBON;45.252333;4.822333;153;202603;1;3.8;0;4.7;0;17.7;0;1.8;0;9.8;0;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202501;1;31.5;0;2.6;0;11.3;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202501;2;1.0;0;-3.7;0;6.0;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202501;3;46.9;0;4.6;0;13.4;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202502;1;9.8;0;0.6;0;9.2;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202502;2;13.4;0;2.8;0;12.3;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202502;3;12.0;0;4.6;0;12.7;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202503;1;23.3;0;2.4;0;16.1;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202503;2;19.1;0;1.8;0;11.4;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202503;3;21.7;0;7.1;0;15.6;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202504;1;0.0;0;5.6;0;19.5;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202504;2;85.6;0;8.1;0;17.2;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202504;3;10.8;0;8.7;0;21.0;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202505;1;26.7;0;9.5;0;19.2;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202505;2;29.2;0;9.1;0;22.8;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202505;3;12.6;0;11.4;0;23.8;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202506;1;37.4;0;14.7;0;26.3;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202506;2;0.0;0;15.9;0;30.6;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202506;3;3.0;0;19.3;0;34.0;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202507;1;0.4;0;16.4;0;30.4;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202507;2;21.3;0;17.4;0;31.4;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202507;3;5.8;0;15.0;0;26.5;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202508;1;0.0;0;16.7;0;31.8;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202508;2;3.2;0;18.9;0;34.2;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202508;3;37.9;0;14.2;0;27.8;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202509;1;26.2;0;13.5;0;25.5;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202509;2;21.4;0;13.4;0;25.2;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202509;3;54.7;0;8.4;0;19.0;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202510;1;2.2;0;8.0;0;19.9;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202510;2;34.2;0;7.9;0;18.7;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202510;3;98.1;0;8.7;0;16.6;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202511;1;39.8;0;7.6;0;17.2;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202511;2;29.8;0;5.0;0;14.9;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202511;3;34.4;0;0.4;0;7.5;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202512;1;21.9;0;3.0;0;12.1;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202512;2;17.8;0;5.9;0;14.0;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202512;3;18.7;0;0.3;0;4.9;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202601;1;16.1;0;-3.0;0;5.0;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202601;2;7.0;0;3.3;0;11.6;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202601;3;63.4;0;1.6;0;9.5;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202602;1;29.7;0;4.1;0;12.4;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202602;2;56.1;0;4.4;0;11.3;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202602;3;0.4;0;5.4;0;16.2;0;;;;;;;;;
26035001;BEAUFORT-S-GERV;44.778000;5.139000;379;202603;1;12.2;0;6.2;0;16.0;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202501;1;45.4;0;0.4;0;7.8;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202501;2;0.0;0;-2.6;0;7.3;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202501;3;67.5;0;2.1;0;8.7;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202502;1;6.0;0;-0.3;0;9.0;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202502;2;8.0;0;1.2;0;9.9;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202502;3;12.4;0;2.4;0;8.8;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202503;1;49.7;0;0.7;0;12.5;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202503;2;23.4;0;-0.2;0;7.8;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202503;3;31.3;0;4.0;0;11.8;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202504;1;3.8;0;4.3;0;16.0;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202504;2;128.6;0;6.0;0;13.6;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202504;3;36.6;0;5.4;0;16.5;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202505;1;53.5;0;6.9;0;15.5;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202505;2;28.7;0;6.6;0;18.3;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202505;3;7.6;0;9.3;0;19.7;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202506;1;34.9;0;11.7;0;22.6;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202506;2;0.2;0;15.0;0;27.3;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202506;3;26.2;0;16.6;0;30.0;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202507;1;20.7;0;13.4;0;25.5;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202507;2;34.6;0;14.1;0;27.0;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202507;3;2.6;0;11.8;0;22.1;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202508;1;0.0;0;14.5;0;27.7;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202508;2;6.2;0;17.4;0;30.3;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202508;3;65.2;0;11.6;0;23.5;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202509;1;68.2;0;11.3;0;21.8;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202509;2;7.2;0;11.1;0;21.9;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202509;3;63.2;0;6.4;0;15.7;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202510;1;5.8;0;6.2;0;16.9;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202510;2;41.9;0;6.8;0;17.1;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202510;3;103.5;0;6.2;0;12.8;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202511;1;25.9;0;5.0;0;13.3;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202511;2;32.2;0;3.9;0;11.9;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202511;3;48.6;0;-1.8;0;5.1;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202512;1;18.1;0;1.5;0;9.5;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202512;2;23.5;0;3.2;0;10.6;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202512;3;30.6;0;0.3;0;9.0;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202601;1;28.9;0;-5.0;0;2.3;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202601;2;19.3;0;1.6;0;9.2;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202601;3;86.4;0;-1.2;0;5.4;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202602;1;79.6;0;0.9;0;7.8;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202602;2;115.1;0;0.7;0;6.6;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202602;3;0.2;0;3.0;0;15.0;0;;;;;;;;;
26047001;BELLEGARDE-EN-D;44.535167;5.454333;1017;202603;1;23.2;0;3.1;0;12.6;0;;;;;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202501;1;21.0;0;2.1;0;9.3;0;;;7.3;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202501;2;0.4;0;-1.8;0;8.7;0;;;4.7;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202501;3;47.2;0;4.8;0;11.5;0;;;8.1;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202502;1;7.6;0;0.7;0;11.1;0;;;6.6;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202502;2;2.2;0;3.4;0;11.7;0;;;7.2;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202502;3;6.0;0;4.8;0;11.4;0;;;7.9;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202503;1;50.8;0;2.6;0;14.7;0;;;6.6;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202503;2;22.2;0;2.6;0;11.1;0;;;6.8;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202503;3;35.8;0;6.8;0;15.2;0;;;7.9;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202504;1;0.2;0;6.4;0;18.6;0;;;8.6;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202504;2;107.3;0;8.5;0;16.3;0;;;9.7;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202504;3;18.6;0;7.5;0;19.6;0;;;10.4;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202505;1;55.0;0;8.7;0;18.8;0;;;10.8;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202505;2;25.8;0;8.9;0;21.8;0;;;10.6;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202505;3;1.8;0;11.7;0;23.3;0;;;10.6;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202506;1;46.0;0;13.9;0;25.8;0;;;14.9;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202506;2;0.0;0;15.7;0;30.3;0;;;15.6;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202506;3;17.9;0;18.4;0;32.6;0;;;17.0;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202507;1;0.6;0;16.0;0;29.2;0;;;13.9;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202507;2;36.9;0;16.8;0;30.3;0;;;14.7;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202507;3;2.6;0;14.9;0;25.7;0;;;12.5;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202508;1;0.0;0;15.8;0;30.6;0;;;13.6;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202508;2;7.2;0;19.1;0;33.1;0;;;14.6;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202508;3;111.5;0;13.6;0;26.8;0;;;13.9;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202509;1;67.3;0;12.7;0;24.1;0;;;14.9;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202509;2;8.8;0;12.0;0;24.1;0;;;14.1;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202509;3;78.5;0;8.1;0;18.4;0;;;11.3;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202510;1;4.4;0;7.8;0;19.5;0;;;10.2;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202510;2;38.1;0;7.7;0;19.2;0;;;11.7;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202510;3;89.9;0;8.4;0;15.8;0;;;10.9;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202511;1;29.7;0;7.2;0;15.8;0;;;8.8;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202511;2;26.8;0;6.1;0;14.5;0;;;8.0;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202511;3;38.8;0;0.4;0;8.1;0;;;5.5;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202512;1;13.2;0;2.9;0;10.4;0;;;7.9;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202512;2;14.4;0;4.5;0;11.9;0;;;8.6;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202512;3;24.6;0;1.6;0;9.6;0;;;6.3;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202601;1;13.4;0;-2.8;0;5.0;0;;;4.3;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202601;2;9.0;0;4.2;0;11.3;0;;;6.9;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202601;3;65.2;0;0.8;0;8.5;0;;;6.7;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202602;1;48.8;0;3.0;0;10.3;0;;;7.6;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202602;2;70.4;0;3.9;0;10.0;0;;;7.2;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202602;3;0.6;0;5.0;0;16.5;0;;;8.6;0;;;;;
26050001;BESIGNAN;44.320500;5.317000;556;202603;1;10.2;0;5.8;0;14.8;0;;;8.9;0;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202501;1;28.7;0;0.8;0;11.1;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202501;2;1.0;0;-5.2;0;6.0;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202501;3;48.8;0;3.0;0;13.4;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202502;1;12.8;0;-0.9;0;8.7;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202502;2;7.8;0;1.4;0;12.2;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202502;3;12.0;0;2.7;0;12.7;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202503;1;34.5;0;-0.9;0;15.4;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202503;2;22.2;0;0.2;0;11.7;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202503;3;35.3;0;5.6;0;15.7;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202504;1;0.4;0;2.5;0;19.2;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202504;2;88.9;0;7.2;0;17.0;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202504;3;17.5;0;5.9;0;20.1;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202505;1;40.3;0;7.4;0;18.7;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202505;2;34.7;0;6.6;0;22.4;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202505;3;12.6;0;10.4;0;23.6;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202506;1;17.1;0;12.4;0;26.1;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202506;2;1.0;0;12.6;0;30.2;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202506;3;2.6;0;15.3;0;33.7;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202507;1;9.6;0;13.4;0;30.1;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202507;2;23.3;0;14.7;0;31.0;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202507;3;6.2;0;13.9;0;26.6;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202508;1;0.0;0;12.9;0;31.6;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202508;2;6.1;0;15.5;0;34.2;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202508;3;41.6;0;11.6;0;27.9;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202509;1;61.5;0;11.3;0;25.2;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202509;2;8.4;0;10.2;0;24.8;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202509;3;85.3;0;6.0;0;18.2;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202510;1;4.0;0;6.3;0;19.0;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202510;2;44.3;0;6.3;0;18.3;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202510;3;102.9;0;7.4;0;16.8;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202511;1;36.0;0;4.7;0;17.2;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202511;2;45.3;0;2.2;0;14.8;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202511;3;42.0;0;-0.6;0;8.0;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202512;1;24.7;0;0.7;0;11.6;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202512;2;22.9;0;2.9;0;13.9;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202512;3;39.3;0;-0.4;0;5.2;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202601;1;12.6;0;-4.7;0;5.1;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202601;2;14.1;0;1.6;0;11.4;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202601;3;62.3;0;-0.4;0;9.3;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202602;1;41.8;0;1.6;0;12.5;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202602;2;55.4;0;3.4;0;10.8;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202602;3;1.0;0;2.4;0;16.1;0;;;;;;;;;
26056001;BOURDEAUX;44.580167;5.142833;432;202603;1;19.3;0;3.2;0;15.5;0;;;;;;;;;
26059001;BOUVANTE;44.955000;5.326667;1071;202501;1;56.9;0;-1.1;0;6.4;0;;;;;;;;;
26059001;BOUVANTE;44.955000;5.326667;1071;202501;2;3.2;0;-7.0;0;3.0;0;;;;;;;;;
26059001;BOUVANTE;44.955000;5.326667;1071;202501;3;90.5;0;0.7;0;7.2;0;;;;;;;;;
26059001;BOUVANTE;44.955000;5.326667;1071;202502;1;7.8;0;-3.6;0;6.1;0;;;;;;;;;
26059001;BOUVANTE;44.955000;5.326667;1071;202502;2;9.8;0;-1.6;0;8.7;0;;;;;;;;;
26059001;BOUVANTE;44.955000;5.326667;1071;202502;3;14.6;0;0.2;0;7.6;0;;;;;;;;;
26059001;BOUVANTE;44.955000;5.326667;1071;202503;1;22.2;0;-2.1;0;10.8;0;;;;;;;;;
26059001;BOUVANTE;44.955000;5.326667;1071;202503;2;38.5;0;-1.8;0;5.5;0;;;;;;;;;
26059001;BOUVANTE;44.955000;5.326667;1071;202503;3;31.5;0;2.9;0;8.9;0;;;;;;;;;
26059001;BOUVANTE;44.955000;5.326667;1071;202504;1;0.2;0;-0.1;0;14.3;0;;;;;;;;;
26059001;BOUVANTE;44.955000;5.326667;1071;202504;2;128.8;0;3.9;0;12.2;0;;;;;;;;;
26059001;BOUVANTE;44.955000;5.326667;1071;202504;3;29.1;0;3.5;0;14.2;0;;;;;;;;;
